"brand_name","model_name","condition_name","grade_name","gb_spec_name","colour_name","network_name"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B - Good Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Non-working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","BER","Grade D","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","BER","Grade D","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Not Graded","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Not Graded","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","BER","Grade D","Not Applicable","Black","Damaged"
"Alcatel","CORDLESS PHONE ALCATEL F102","BER","Grade D","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Non-working - DeBrand","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","BER","Grade D","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","BER","Grade D","Not Applicable","Black","Damaged"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B - Good Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","NOS-Portugal"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","NOS-Portugal"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","NOS-Portugal"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","NOS-Portugal"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","BER","Grade D","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","NOS-Portugal"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","NOS-Portugal"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade B B2B","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
"Alcatel","CORDLESS PHONE ALCATEL F102","Working","Grade C - Acceptable Condition","Not Applicable","Black","Unlocked"
